station_id,year,month,day,hour,temperature_c
2024 113 0,6,20,8,0,
2024 113 0,9,22,0,0,
2024 113 1,2,22,8,0,
2024 113 1,5,22,4,0,
2024 113 1,8,21,4,0,
2024 113 2,1,20,6,0,
2024 114 0,0,20,0,0,
2024 114 0,3,19,8,0,
2024 114 0,6,24,2,0,
2024 114 0,9,26,0,0,
2024 114 1,2,24,4,0,
2024 114 1,5,22,0,0,
2024 114 1,8,20,0,0,
2024 114 2,1,19,0,0,
2024 115 0,0,18,0,0,
2024 115 0,3,18,2,0,
2024 115 0,6,24,2,0,
2024 115 0,9,25,8,0,
2024 115 1,2,24,4,0,
2024 115 1,5,21,0,0,
2024 115 1,8,19,4,0,
2024 115 2,1,18,4,0,
2024 116 0,0,17,4,0,
2024 116 0,3,18,0,0,
2024 116 0,6,23,0,0,
2024 116 0,9,27,0,0,
2024 116 1,2,24,8,0,
2024 116 1,5,21,2,0,
2024 116 1,8,19,2,0,
2024 116 2,1,17,8,0,
2024 117 0,0,17,2,0,
2024 117 0,3,18,4,0,
2024 117 0,6,24,0,0,
2024 117 0,9,27,8,0,
2024 117 1,2,26,8,0,
2024 117 1,5,23,4,0,
2024 117 1,8,20,8,0,
2024 117 2,1,20,0,0,
2024 118 0,0,19,4,0,
2024 118 0,3,21,4,0,
2024 118 0,6,25,8,0,
2024 118 1,5,23,0,0,
2024 118 1,8,22,4,0,
2024 118 2,1,21,2,0,
2024 119 0,0,20,6,0,
2024 119 0,3,21,4,0,
2024 119 0,6,24,2,0,
2024 119 0,9,26,0,0,
2024 119 1,2,25,8,0,
2024 119 1,5,24,4,0,
2024 119 1,8,23,5,0,
2024 119 2,1,22,4,0,
2024 120 0,0,21,4,0,
2024 120 0,3,21,4,0,
2024 120 0,6,26,0,0,
2024 120 1,2,25,4,0,
2024 120 1,5,23,4,0,
2024 120 1,8,22,2,0,
2024 120 2,1,20,6,0,
2024 121 0,0,20,2,0,
2024 121 0,3,22,4,0,
2024 121 0,6,27,0,0,
2024 121 0,9,29,2,0,
2024 121 1,2,28,0,0,
2024 121 1,5,23,6,0,
2024 121 1,8,23,0,0,
2024 121 2,1,21,6,0,
2024 122 0,0,21,4,0,
2024 122 0,3,21,4,0,
2024 122 0,6,24,0,0,
2024 122 0,9,27,4,0,
2024 122 1,2,26,0,0,
2024 122 1,5,23,2,0,
2024 122 1,8,22,0,0,
2024 122 2,1,21,6,0,
2024 123 0,0,20,0,0,
2024 123 0,3,21,0,0,
2024 123 0,6,26,0,0,
2024 123 0,9,26,0,0,
2024 123 1,2,25,4,0,
2024 123 1,5,24,0,0,
2024 123 1,8,22,0,0,
2024 123 2,1,20,4,0,
2024 124 0,0,19,4,0,
2024 124 0,3,20,4,0,
2024 124 0,6,26,2,0,
2024 124 0,9,27,2,0,
2024 124 1,2,25,6,0,
2024 124 1,5,22,4,0,
2024 124 1,8,21,0,0,
2024 124 2,1,20,0,0,
2024 125 0,0,19,0,0,
2024 125 0,3,19,6,0,
2024 125 0,6,24,0,0,
2024 125 0,9,26,0,0,
2024 125 1,2,24,4,0,
2024 125 1,5,23,0,0,
2024 125 1,8,21,4,0,
2024 125 2,1,21,2,0,
2024 126 0,0,20,4,0,
2024 126 0,3,21,6,0,
2024 126 0,6,24,4,0,
2024 126 0,9,23,0,0,
2024 126 1,2,22,4,0,
2024 126 1,5,21,2,0,
2024 126 1,8,20,8,0,
2024 126 2,1,20,2,0,
2024 127 0,0,19,6,0,
2024 127 0,3,21,2,0,
2024 127 0,6,23,8,0,
2024 127 0,9,23,0,0,
2024 127 1,2,21,4,0,
2024 127 1,5,21,0,0,
2024 127 1,8,20,4,0,
2024 127 2,1,20,0,0,
2024 128 0,0,19,4,0,
2024 128 0,3,20,0,0,
2024 128 0,6,23,4,0,
2024 128 0,9,26,2,0,
2024 128 1,2,24,0,0,
2024 128 1,5,22,0,0,
2024 128 1,8,21,0,0,
2024 128 2,1,20,4,0,
2024 129 0,0,19,0,0,
2024 129 0,3,20,0,0,
2024 129 0,6,24,4,0,
2024 129 0,9,27,4,0,
2024 129 1,2,26,2,0,
2024 129 1,5,22,6,0,
2024 129 1,8,20,4,0,
2024 129 2,1,19,6,0,
2024 130 0,0,18,6,0,
2024 130 0,3,19,8,0,
2024 130 0,6,24,6,0,
2024 130 0,9,25,6,0,
2024 130 1,2,25,0,0,
2024 130 1,5,22,4,0,
2024 130 1,8,20,4,0,
2024 130 2,1,18,6,0,
2024 131 0,0,17,4,0,
2024 131 0,3,21,0,0,
2024 131 0,6,26,6,0,
2024 131 0,9,28,6,0,
2024 131 1,2,26,6,0,
2024 131 1,5,23,0,0,
2024 131 1,8,21,2,0,
2024 131 2,1,20,0,0,
