station_id,station_name,year,month,month_date,avg_tavg,avg_tmax,avg_tmin,total_prcp,obs_count
IN009010101,"HASKOTE, IN",1914,9,1914-09-01,,,,6.08,60
IN009010101,"HASKOTE, IN",1914,10,1914-10-01,,,,10.059999999999999,62
IN009010101,"HASKOTE, IN",1914,11,1914-11-01,,,,2.12,60
IN009010101,"HASKOTE, IN",1914,12,1914-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1915,1,1915-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1915,2,1915-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1915,4,1915-04-01,,,,2.46,60
IN009010101,"HASKOTE, IN",1915,5,1915-05-01,,,,4.8,62
IN009010101,"HASKOTE, IN",1915,6,1915-06-01,,,,13.519999999999998,60
IN009010101,"HASKOTE, IN",1915,7,1915-07-01,,,,14.56,62
IN009010101,"HASKOTE, IN",1915,8,1915-08-01,,,,3.3400000000000003,62
IN009010101,"HASKOTE, IN",1915,9,1915-09-01,,,,10.399999999999999,60
IN009010101,"HASKOTE, IN",1915,10,1915-10-01,,,,5.58,62
IN009010101,"HASKOTE, IN",1915,11,1915-11-01,,,,6.16,60
IN009010101,"HASKOTE, IN",1915,12,1915-12-01,,,,0.68,62
IN009010101,"HASKOTE, IN",1916,1,1916-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1916,2,1916-02-01,,,,0.0,58
IN009010101,"HASKOTE, IN",1916,3,1916-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1916,4,1916-04-01,,,,0.33999999999999997,60
IN009010101,"HASKOTE, IN",1916,5,1916-05-01,,,,6.460000000000001,62
IN009010101,"HASKOTE, IN",1916,6,1916-06-01,,,,3.74,60
IN009010101,"HASKOTE, IN",1916,7,1916-07-01,,,,12.26,62
IN009010101,"HASKOTE, IN",1916,8,1916-08-01,,,,8.88,62
IN009010101,"HASKOTE, IN",1916,9,1916-09-01,,,,7.48,60
IN009010101,"HASKOTE, IN",1916,10,1916-10-01,,,,9.82,62
IN009010101,"HASKOTE, IN",1916,11,1916-11-01,,,,11.480000000000002,60
IN009010101,"HASKOTE, IN",1916,12,1916-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1917,1,1917-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1917,2,1917-02-01,,,,2.6799999999999997,56
IN009010101,"HASKOTE, IN",1917,3,1917-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1917,4,1917-04-01,,,,3.78,60
IN009010101,"HASKOTE, IN",1917,5,1917-05-01,,,,10.04,62
IN009010101,"HASKOTE, IN",1917,6,1917-06-01,,,,11.68,60
IN009010101,"HASKOTE, IN",1917,7,1917-07-01,,,,2.84,62
IN009010101,"HASKOTE, IN",1917,8,1917-08-01,,,,11.620000000000003,62
IN009010101,"HASKOTE, IN",1917,9,1917-09-01,,,,17.2,60
IN009010101,"HASKOTE, IN",1917,10,1917-10-01,,,,10.98,62
IN009010101,"HASKOTE, IN",1917,11,1917-11-01,,,,5.0600000000000005,60
IN009010101,"HASKOTE, IN",1917,12,1917-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1918,1,1918-01-01,,,,1.3600000000000003,62
